_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
pargoja01,"October 22, 1979","Chicago, Illinois",2,39.1,35.6,86.4,499,11.8,6.4,1.4,4.9,45.5,University of Arkansas,,,,,06-Jan,"Robeson in Chicago, Illinois",Jannero Pargo,Shooting Guard and Point Guard,Right,175lb
duhonch01,"August 31, 1982","Mamou, Louisiana",4.4,39.3,36.3,78.4,606,10.8,6.5,2.3,25,48.8,Duke University,38th overall,2nd round,Chicago Bulls,2004,06-Jan,"Salmen in Slidell, Louisiana",Chris Duhon,Point Guard,Right,185lb
napiesh01,"July 14, 1991","Roxbury, Massachusetts",2,39.3,35.4,81.2,289,12.7,6.4,1.7,6.4,47.8,University of Connecticut,24th overall,1st round,Charlotte Hornets,2014,06-Jan,"Lawrence Academy in Groton, Massachusetts",Shabazz Napier,Point Guard,Right,180lb
mcneibo01,"October 22, 1938","Philadelphia, Pennsylvania",2.6,39.4,,81.9,125,10.5,4.6,1.4,1.9,,Saint Joseph's University,19th overall,3rd round,New York Knicks,1960,06-Jan,,Bob McNeill,Point Guard,Left,170lb
gainesu01,"April 18, 1986","Jamaica, New York",1.8,39.7,30.1,56.2,113,14.5,4.5,1.5,1.4,44.5,University of Georgia,,,,,06-Jan,"Archbishop Molloy in Jamaica, New York",Sundiata Gaines,Shooting Guard and Point Guard,Right,185lb
grahama01,"February 23, 1945",,1.1,39.8,,65.7,70,8.3,4.7,1.7,0.8,,New York University,11th overall,1st round,Boston Celtics,1967,06-Jan,"White Plains in White Plains, New York",Mal Graham,Point Guard,Right,185lb
willija02,"November 18, 1975","Belle, West Virginia",5.9,39.8,32.7,81.3,788,14.2,10.5,2.3,38.5,47.9,"Marshall University, University of Florida",7th overall,1st round,Sacramento Kings,1998,06-Jan,"Dupont in Belle, West Virginia",Jason Williams,Point Guard,Right,190lb
fishede01,"August 9, 1974","Little Rock, Arkansas",3,39.9,37.4,81.7,1287,11.7,8.3,2.1,62.3,46.6,University of Arkansas at Little Rock,24th overall,1st round,Los Angeles Lakers,1996,06-Jan,"Parkview in Little Rock, Arkansas",Derek Fisher,Point Guard and Shooting Guard,Left,200lb
bookeme01,"August 20, 1972","Pascagoula, Mississippi",2.3,40,26.8,87.1,32,8.2,5.2,1.2,-0.1,44.8,University of Missouri,,,,,06-Jan,"Moss Point in Moss Point, Mississippi",Melvin Booker,Point Guard,Right,185lb
holidaa01,"September 30, 1996","Ruston, Louisiana",1.7,40.1,33.9,82,50,11.9,5.9,1.3,0.9,48.3,"University of California, Los Angeles",23rd overall,1st round,Indiana Pacers,2018,06-Jan,"Campbell Hall HS in North Hollywood, California",Aaron Holiday,Point Guard,Right,185lb
hudsotr01,"March 13, 1976","Carbondale, Illinois",3.4,40.1,33.9,85.8,517,13.1,9,1.7,10.5,45.3,"University of Missouri, Southern Illinois University",,,,,06-Jan,"Carbondale in Carbondale, Illinois",Troy Hudson,Point Guard,Right,170lb
norrimo01,"July 27, 1973","Washington, District of Columbia",2.8,40.1,28.6,74,445,13,5.1,2,10,43,"Auburn University, University of West Florida",33rd overall,2nd round,Milwaukee Bucks,1996,06-Jan,"Cardozo in Washington, District of Columbia",Moochie Norris,Point Guard,Left,175lb
willish01,"April 5, 1975","Bronx, New York",2.4,40.1,36.6,79.8,325,13.3,5.8,1.6,8.8,47.7,University of North Carolina,34th overall,2nd round,Chicago Bulls,1998,06-Jan,"Fork Union Military Academy in Fork Union, Virginia",Shammond Williams,Point Guard and Shooting Guard,Right,201lb
coopedu01,"June 25, 1969","Benton Harbor, Michigan",2,40.2,21.6,72,88,7.7,2.3,0.7,-0.5,42.2,University of Southern California,36th overall,2nd round,Los Angeles Lakers,1992,06-Jan,"Lakewood in Lakewood, California",Duane Cooper,Point Guard,Right,185lb
obrieji01,"April 9, 1950","Brooklyn, New York",4.1,40.2,17.6,83,303,9.9,5.9,2,4,40.7,Boston College,53rd overall,4th round,Buffalo Braves,1971,06-Jan,"Saint Francis Preparatory School in Brooklyn, New York",Jimmy O'Brien,Point Guard,Right,170lb
cartean01,"June 16, 1975","Milwaukee, Wisconsin",3.8,40.4,25,70.6,623,10.8,4.8,2.1,10.4,42.3,University of Hawaii,,,,,06-Jan,"Alonzo A. Crim in Atlanta, Georgia",Anthony Carter,Point Guard,Right,190lb
averibi01,"July 22, 1952","Hopkinsville, Kentucky",2.9,40.5,24.9,74.3,366,12.5,12.1,1.9,3.9,41.2,Pepperdine University,,,,,06-Jan,"Hopkinsville in Hopkinsville, Kentucky",Bird Averitt,Shooting Guard,Left,170lb
vanexni01,"November 27, 1971","Kenosha, Wisconsin",6.6,40.5,35.7,79.4,880,15.8,14.4,2.9,55.9,47.1,"Trinity Valley Community College, University of Cincinnati",37th overall,2nd round,Los Angeles Lakers,1993,06-Jan,"Saint Joseph's in Kenosha, Wisconsin",Nick Van Exel,Shooting Guard and Point Guard,Left,170lb
barnhjo01,"March 20, 1938","Sturgis, Kentucky",2.9,40.6,23.6,65.8,589,10.7,8.6,2.5,12.7,41.6,Tennessee State University,77th overall,11th round,St. Louis Hawks,1959,06-Jan,"Lincoln in Evansville, Indiana",John Barnhill,Shooting Guard and Point Guard,Right,180lb
dinkiby01,"June 15, 1967","Charlotte, North Carolina",2.1,40.6,11.1,87.2,45,9.1,3.4,1.2,0.3,40.9,University of North Carolina at Charlotte,,,,,06-Jan,"East Mecklenburg in Charlotte, North Carolina",Byron Dinkins,Point Guard,Right,170lb
goldwan01,"September 6, 1971","West Palm Beach, Florida",2.8,40.7,38.6,79.2,266,12.7,6.3,1.3,6.4,47.9,University of Houston,52nd overall,2nd round,Phoenix Suns,1994,06-Jan,"Suncoast in Riviera Beach, Florida",Anthony Goldwire,Point Guard,Right,182lb
smithal01,"January 15, 1947","Peoria, Illinois",5.3,40.7,29.2,77.3,337,10.9,9.8,2.6,11.1,42.7,Bradley University,132nd overall,10th round,Chicago Bulls,1969,06-Jan,"Manual in Peoria, Illinois",Al Smith,Point Guard and Small Forward,Right,185lb
stoudsa01,"October 11, 1982","Portland, Oregon",1,40.7,36.6,88.2,157,11.8,8,1.4,2.2,48.3,University of Arizona,31st overall,2nd round,Atlanta Hawks,2005,06-Jan,"Lake Oswego in Lake Oswego, Oregon",Salim Stoudamire,Point Guard and Shooting Guard,Left,179lb
burketr01,"November 12, 1992","Columbus, Ohio",3.6,40.8,34,80,361,14,10.9,2.1,10.2,46.8,University of Michigan,9th overall,1st round,Minnesota Timberwolves,2013,06-Jan,"Northland in Columbus, Ohio",Trey Burke,Point Guard,Right,175lb
courtst01,"September 21, 1942",,0.9,40.8,,81,24,6.9,4.2,0.9,0.2,,Saint Joseph's University,24th overall,3rd round,Cincinnati Royals,1964,06-Jan,"Saint James in Philadelphia, Pennsylvania",Steve Courtin,Shooting Guard,Right,188lb
delkto01,"January 28, 1974","Covington, Tennessee",1.9,40.8,34.3,76.9,545,13.7,9.1,2.5,19.5,45.9,University of Kentucky,16th overall,1st round,Charlotte Hornets,1996,06-Jan,"Haywood in Brownsville, Tennessee",Tony Delk,Shooting Guard and Point Guard,Right,189lb
houseed01,"May 14, 1978","Berkeley, California",1.6,40.9,39,85.1,717,13.2,7.5,1.7,20,49,Arizona State University,37th overall,2nd round,Miami Heat,2000,06-Jan,"Hayward in Hayward, California",Eddie House,Shooting Guard and Point Guard,Right,180lb
bryanem01,"November 4, 1938","Chicago, Illinois",3,41,,69,566,10.1,6.6,2.8,8.6,,DePaul University,53rd overall,7th round,New York Knicks,1964,06-Jan,"Crane Technical Preparatory in Chicago, Illinois",Em Bryant,Point Guard,Right,175lb
williar01,"September 29, 1939","Bonham, Texas",4.4,41,,72.9,548,13.6,5.3,3.1,17.7,41,"California State Polytechnic University, Pomona",,,,,06-Jan,"San Diego in San Diego, California",Art Williams,Point Guard,Right,180lb
lamarbo01,"April 7, 1951","Columbus, Ohio",3.9,41.1,26.7,76.8,273,14.6,16.4,2.7,5.4,42.4,University of Louisiana at Lafayette,44th overall,3rd round,Detroit Pistons,1973,06-Jan,"East in Columbus, Ohio",Bo Lamar,Shooting Guard and Point Guard,Right,180lb
roberbr01,"December 3, 1985","Toledo, Ohio",2.3,41.1,35.6,90.8,314,13,6.6,1.3,7.4,47.1,University of Dayton,,,,,06-Jan,"Saint John's in Toledo, Ohio",Brian Roberts,Point Guard,Right,173lb
ruffitr01,"September 26, 1970","Buffalo, New York",2.9,41.1,37.1,79.5,110,14.9,9.2,1.4,1.3,49.5,University of Hawaii,,,,,06-Jan,"Bennett in Buffalo, New York",Trevor Ruffin,Point Guard,Right,185lb
watsoea01,"June 12, 1979","Kansas City, Kansas",4.4,41.1,32.4,70.3,878,12.1,6.4,2.3,19.2,46,"University of California, Los Angeles",40th overall,2nd round,Seattle SuperSonics,2001,06-Jan,"Washington in Kansas City, Kansas",Earl Watson,Point Guard,Right,195lb
beverpa01,"July 12, 1988","Chicago, Illinois",3.5,41.2,38,77,380,12.5,9,4.3,24.8,51.7,University of Arkansas,42nd overall,2nd round,Los Angeles Lakers,2009,06-Jan,"Marshall in Chicago, Illinois",Patrick Beverley,Point Guard and Shooting Guard,Right,185lb
feltora01,"June 26, 1984","Marion, South Carolina",5.2,41.2,32.9,79,971,13.8,11.2,3,40.2,45.9,University of North Carolina,5th overall,1st round,Charlotte Bobcats,2005,06-Jan,"Latta in Latta, South Carolina",Raymond Felton,Point Guard and Shooting Guard,Right,205lb
fraziti01,"November 1, 1990","Houston, Texas",4.1,41.2,32.9,73.1,245,12,5.2,2.4,6.6,46.3,Pennsylvania State University,,,,,06-Jan,"Strake Jesuit in Houston, Texas",Tim Frazier,Point Guard,Right,170lb
wattssl01,"July 22, 1951","Rolling Fork, Mississippi",6.1,41.3,,59.7,437,14.9,8.9,3.2,13.8,,Xavier University of Louisiana,,,,,06-Jan,"Henry Weather in Rolling Fork, Mississippi",Slick Watts,Point Guard,Right,175lb
jordaed01,"January 29, 1955","Washington, District of Columbia",3.8,41.4,22.4,76.3,420,13.1,8.1,1.9,8.8,41.8,Rutgers University,33rd overall,2nd round,Cleveland Cavaliers,1977,06-Jan,"Archbishop Carroll in Washington, District of Columbia",Eddie Jordan,Point Guard,Right,170lb
respesh01,"February 6, 1972","Detroit, Michigan",1,41.4,34,81.6,172,11.6,4.9,1.3,2.1,47.8,Michigan State University,8th overall,1st round,Portland Trail Blazers,1995,06-Jan,"Bishop Borgess in Detroit, Michigan",Shawn Respert,Shooting Guard,Right,195lb
vanlino01,"April 1, 1947","East Liverpool, Ohio",7,41.4,,78,746,14,11.8,4.8,47.8,,Saint Francis University,34th overall,3rd round,Chicago Bulls,1969,06-Jan,"Midland in Midland, Pennsylvania",Norm Van Lier,Point Guard and Shooting Guard,Right,173lb
adelmri01,"June 16, 1946","Lynwood, California",3.5,41.5,,71.3,462,11.3,7.7,2.4,10,,Loyola Marymount University,79th overall,7th round,San Diego Rockets,1968,06-Jan,"Saint Pius X in Downey, California",Rick Adelman,Point Guard,Right,175lb
maybele01,"June 12, 1970","Tulsa, Oklahoma",3.6,41.5,37.7,65.9,496,10.1,5.1,1.3,7.9,49.8,University of Arkansas,23rd overall,1st round,Milwaukee Bucks,1992,06-Jan,"Will Rogers in Tulsa, Oklahoma",Lee Mayberry,Point Guard,Right,172lb
williri01,"March 12, 1957","Buffalo, New York",0.8,41.5,0,66,44,9.6,3.3,0.9,-0.1,41.5,"University of New Mexico, California State University, Long Beach",190th overall,10th round,New Orleans Jazz,1978,06-Jan,"Bishop Timon in Buffalo, New York",Rickey Williams,Shooting Guard,Right,175lb
jacksbo01,"March 13, 1973","East Spencer, North Carolina",2.6,41.7,35.4,79.3,755,15.2,9.7,3.1,31.4,47,University of Minnesota,23rd overall,1st round,Seattle SuperSonics,1997,06-Jan,"Salisbury in Salisbury, North Carolina",Bobby Jackson,Shooting Guard and Point Guard,Right,185lb
johnsda02,"October 26, 1965","Flint, Michigan",0.1,41.7,0,100,11,9.7,1.1,0.2,0,41.7,Michigan State University,58th overall,3rd round,Golden State Warriors,1987,06-Jan,"Flint Central in Flint, Michigan",Darryl Johnson,Point Guard,Right,170lb
cottobr01,"August 11, 1992","Tucson, Arizona",0.8,41.8,30.4,83.3,23,12,3.8,0.8,0.1,46.2,Providence College,,,,,06-Jan,"Palo Verde in Tucson, Arizona",Bryce Cotton,Point Guard,Right,165lb
walkeke02,"May 8, 1990","The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,06-Jan,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb
greenli01,"March 7, 1970","Pascagoula, Mississippi",1.2,42,7.7,66.5,148,11.6,2.9,0.5,1.6,42.3,University of Georgia,39th overall,2nd round,Chicago Bulls,1992,06-Jan,"Moss Point in Moss Point, Mississippi",Litterial Green,Point Guard,Right,185lb
willilo02,"October 27, 1986","Memphis, Tennessee",3.3,42.1,34.9,83.9,936,18.5,14.2,2.2,59.4,48.2,,45th overall,2nd round,Philadelphia 76ers,2005,06-Jan,"South Gwinnett in Snellville, Georgia",Lou Williams,Shooting Guard and Point Guard,Right,175lb
bibbyhe01,"November 24, 1949","Franklinton, North Carolina",3.3,42.4,29.3,78.2,675,12.3,8.6,2.3,24.5,42.8,"University of California, Los Angeles",58th overall,4th round,New York Knicks,1972,06-Jan,"Person-Albion in Franklinton, North Carolina",Henry Bibby,Point Guard,Right,185lb
lowryky01,"March 25, 1986","Philadelphia, Pennsylvania",6.1,42.4,36.7,80.5,856,18.4,14.4,4.3,86.7,50.5,Villanova University,24th overall,1st round,Memphis Grizzlies,2006,06-Jan,"Cardinal Dougherty in Philadelphia, Pennsylvania",Kyle Lowry,Point Guard,Right,196lb
colesbi01,"April 22, 1968","Covington, Virginia",3.9,42.5,26.7,81.1,852,12.1,7.8,2.1,27.4,44.7,Virginia Polytechnic Institute and State University,40th overall,2nd round,Sacramento Kings,1990,06-Jan,"Greenbriar East in Lewisburg, West Virginia",Bimbo Coles,Point Guard,Right,180lb
pricebr01,"December 9, 1968","Shawnee, Oklahoma",3,42.6,38.7,82.4,418,13.3,5.9,1.6,12,52.1,"University of South Carolina, University of Oklahoma",32nd overall,2nd round,Washington Bullets,1992,06-Jan,"Enid in Enid, Oklahoma",Brent Price,Point Guard,Right,165lb
sharmbi01,"May 25, 1926","Abilene, Texas",3,42.6,,88.3,711,18.2,17.8,3.9,82.8,,University of Southern California,1950 NBA Draft,2nd roun,Washington Capitols,,06-Jan,"Porterville in Porterville, California",Bill Sharman,Shooting Guard,Right,175lb
lopezra01,"April 15, 1980","Vic, Spain",3.8,42.9,34.6,85.3,113,12.2,6.5,1.7,2.1,46.4,,24th overall,1st round,Utah Jazz,2001,06-Jan,,Raul Lopez,Point Guard,Right,170lb
vaughja01,"February 11, 1975","Los Angeles, California",2.5,42.9,35.2,77.9,776,10.1,4.5,1.3,15.4,44.5,University of Kansas,27th overall,1st round,Utah Jazz,1997,06-Jan,"John Muir in Pasadena, California",Jacque Vaughn,Shooting Guard and Point Guard,Right,190lb
schrode01,"September 15, 1993","Braunschweig, Germany",4.6,43,32.5,82.5,431,14.8,13.4,2.7,13.1,47.3,,17th overall,1st round,Atlanta Hawks,2013,06-Jan,,Dennis Schroder,Point Guard,Right,172lb
smithad01,"October 5, 1936","Farmington, Kentucky",2.3,43,18.2,83.8,772,12.2,11.3,2.1,33.2,43,University of Kentucky,85th overall,15th round,Cincinnati Royals,1958,06-Jan,"Farmington in Farmington, Kentucky",Adrian Smith,Shooting Guard,Right,180lb
crottjo01,"July 15, 1969","Orange, New Jersey",2.1,43.1,38.4,83.7,477,12.7,4,1.1,12.1,48.1,University of Virginia,,,,,06-Jan,"Christian Brothers Academy in Lincroft, New Jersey",John Crotty,Point Guard,Left,185lb
wilkele01,"October 28, 1937","Brooklyn, New York",6.7,43.2,,77.4,1077,16.8,16.5,4.7,95.5,,Providence College,6th overall,1st round,St. Louis Hawks,1960,06-Jan,"Boys in Brooklyn, New York",Lenny Wilkens,Point Guard,Left,180lb
smithch02,"November 29, 1967","Washington, District of Columbia",1.6,43.3,0,67.5,73,11.9,2.5,1,0.9,43.3,Georgetown University,,,,,06-Jan,"All Saints in Washington, District of Columbia",Charles Smith,Point Guard,Right,160lb
willima01,"December 19, 1982","Jackson, Mississippi",4.9,43.4,37.8,87.1,818,15,13.2,2.8,40,49.3,University of Alabama,47th overall,2nd round,Utah Jazz,2003,06-Jan,"Murrah in Jackson, Mississippi",Mo Williams,Point Guard and Shooting Guard,Right,198lb
skilesc01,"March 5, 1964","LaPorte, Indiana",6.5,43.5,37.9,88.9,600,14.4,11.1,2.5,30.4,48.5,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986,06-Jan,"Plymouth in Plymouth, Indiana",Scott Skiles,Point Guard,Right,180lb
bibbymi01,"May 13, 1978","Cherry Hill, New Jersey",5.5,43.6,37.9,80.2,1001,16.1,14.7,3.1,73.2,49.7,University of Arizona,2nd overall,1st round,Vancouver Grizzlies,1998,06-Jan,"Shadow Mountain in Phoenix, Arizona",Mike Bibby,Point Guard,Right,190lb
brownde01,"November 29, 1968","Jacksonville, Florida",3.7,43.6,35.7,82.5,608,14.6,11.1,2.6,33.4,48.8,Jacksonville University,19th overall,1st round,Boston Celtics,1990,06-Jan,"The Bolles School in Jacksonville, Florida",Dee Brown,Point Guard and Shooting Guard,Right,160lb
knighne01,"March 6, 1967","Detroit, Michigan",2.8,43.6,26.3,73,276,11.3,6.2,1.3,4.2,44.4,University of Dayton,31st overall,2nd round,Phoenix Suns,1990,06-Jan,"Saint Martin De Porres in Detroit, Michigan",Negele Knight,Point Guard,Right,175lb
valenda01,"February 3, 1959","Chicago, Illinois",5,43.7,26.1,78.7,620,14,8.7,2.1,22.1,44.2,University of Kansas,16th overall,1st round,Portland Trail Blazers,1981,06-Jan,"Wichita Heights in Wichita, Kansas",Darnell Valentine,Shooting Guard and Point Guard,Right,183lb
costela01,"July 2, 1931","Minoa, New York",4.6,43.8,,84.1,706,14.5,12.2,3.8,62.7,,Niagara University,12th overall,2nd round,Philadelphia Warriors,1954,06-Jan,"Minoa in Minoa, New York",Larry Costello,Point Guard,Right,186lb
murdoer01,"June 14, 1968","Somerville, New Jersey",4.9,43.8,34.3,78.6,508,17.4,10.1,2.5,25.6,47.3,Providence College,21st overall,1st round,Utah Jazz,1991,06-Jan,"Bridgewater-Raritan in Raritan, New Jersey",Eric Murdock,Point Guard,Right,190lb
vergabo01,"September 7, 1945","Neptune, New Jersey",2.9,43.8,29.6,74.9,342,17.5,20.2,3.9,19.7,44.9,Duke University,25th overall,3rd round,St. Louis Hawks,1967,06-Jan,"Saint Rose's in Belmar, New Jersey",Bob Verga,Point Guard and Shooting Guard,Right,190lb
johnsfr01,"November 23, 1958","Weirsdale, Florida",4.2,43.9,21.8,76,596,12.7,8.3,1.7,17.2,44.5,Wake Forest University,11th overall,1st round,Washington Bullets,1981,06-Jan,"Lake Weir in Summerfield, Florida",Frank Johnson,Point Guard,Right,185lb
fostero01,"October 10, 1960","Birmingham, Alabama",2.3,44,29.8,76.8,207,10.9,7.5,1.2,2.2,46.5,"University of California, Los Angeles",28th overall,2nd round,Phoenix Suns,1983,06-Jan,"Saint Thomas Aquinas in New Britain, Connecticut",Rod Foster,Point Guard,Right,160lb
conlemi01,"October 11, 1987","Fayetteville, Arkansas",5.7,44.1,37.5,81.9,788,17.7,14.9,3,71.4,49.8,Ohio State University,4th overall,1st round,Memphis Grizzlies,2007,06-Jan,"Lawrence North in Indianapolis, Indiana",Mike Conley,Point Guard,Left,175lb
abdulma02,"March 9, 1969","Gulfport, Mississippi",3.5,44.2,35.4,90.5,586,15.4,14.6,1.9,25.2,47.2,Louisiana State University,3rd overall,1st round,Denver Nuggets,1990,06-Jan,"Gulfport in Gulfport, Mississippi",Mahmoud Abdul-Rauf,Point Guard,Right,162lb
moorelo01,"May 5, 1957","Plymouth, South Carolina",2.8,44.2,20,75,112,10.7,6.7,2,1.5,45,West Virginia University,52nd overall,3rd round,New Jersey Nets,1980,06-Jan,"Mount Vernon in Mount Vernon, New York",Lowes Moore,Point Guard,Right,170lb
neumapa01,"January 30, 1938",,3.2,44.2,,79.9,451,13.8,11.1,2.9,28.3,,Stanford University,27th overall,4th round,Syracuse Nationals,1959,06-Jan,"Newport Harbor in Newport Harbor, California",Paul Neumann,Point Guard,Right,175lb
netora01,"May 19, 1992","Belo Horizonte, Brazil",1.9,44.3,37.7,77.6,199,11.1,4.8,1.3,4.6,51.2,,47th overall,2nd round,Atlanta Hawks,2013,06-Jan,,Raul Neto,Point Guard,Right,179lb
richapo01,"May 14, 1966","Philadelphia, Pennsylvania",6.5,44.4,32.9,65.2,639,14.9,11.1,2.8,26.7,47,"University of California, Los Angeles",10th overall,1st round,Minnesota Timberwolves,1989,06-Jan,"Benjamin Franklin in Philadelphia, Pennsylvania",Pooh Richardson,Point Guard,Right,180lb
jacksma01,"April 1, 1965","Brooklyn, New York",8,44.7,33.2,77,1296,16,9.6,3.8,91.8,48.1,St. John's University,18th overall,1st round,New York Knicks,1987,06-Jan,"Bishop Loughlin Memorial in Brooklyn, New York",Mark Jackson,Point Guard,Right,180lb
laytomo01,"December 24, 1948","Newark, New Jersey",2.6,44.8,,74.9,267,11.8,6.9,1.3,4.4,44.8,University of Southern California,48th overall,3rd round,Phoenix Suns,1971,06-Jan,"Weequahic in Newark, New Jersey",Mo Layton,Point Guard and Shooting Guard,Left,180lb
edwarfr01,"February 2, 1959","New York, New York",2.6,44.9,3,79.5,296,12.6,6.1,1,3.9,44.9,Cleveland State University,22nd overall,1st round,Philadelphia 76ers,1981,06-Jan,"Julia Richman in New York, New York",Franklin Edwards,Point Guard,Right,170lb
mcclate01,"August 30, 1946","Nashville, Tennessee",3.4,44.9,21.8,76.7,555,12.5,8.4,2.9,21.2,45.3,Tennessee State University,22nd overall,2nd round,Atlanta Hawks,1971,06-Jan,,Ted McClain,Point Guard and Shooting Guard,Right,180lb
leaveal01,"May 27, 1957","Muncie, Indiana",4.8,45,23.4,83.4,700,14.7,9.5,1.7,29.9,46.2,Oklahoma City University,104th overall,5th round,Houston Rockets,1979,06-Jan,"Muncie Central in Muncie, Indiana",Allen Leavell,Point Guard and Shooting Guard,Right,170lb
beckco01,"May 27, 1971","Memphis, Tennessee",1.4,45.1,60,68.4,88,9.1,2.7,1.4,0.5,45.9,"South Plains College, University of Arkansas",,,,,06-Jan,"Fairley in Memphis, Tennessee",Corey Beck,Point Guard,Right,190lb
evansmi01,"April 19, 1955","Goldsboro, North Carolina",2.6,45.2,30.7,80.7,591,12,7.7,1.4,9.3,48,Kansas State University,21st overall,1st round,Denver Nuggets,1978,06-Jan,"Laurinburg Institute in Laurinburg, North Carolina",Mike Evans,Point Guard and Shooting Guard,Right,170lb
thomais01,"April 30, 1961","Chicago, Illinois",9.3,45.2,29,75.9,979,18.1,19.2,3.6,80.7,46.5,Indiana University,2nd overall,1st round,Detroit Pistons,1981,06-Jan,"St. Joseph in Westchester, Illinois",Isiah Thomas,Point Guard,Right,180lb
ranseke01,"May 3, 1958","Toledo, Ohio",5.2,45.4,13.2,78.2,474,14.8,11.4,1.9,17.9,45.6,Ohio State University,4th overall,1st round,Chicago Bulls,1980,06-Jan,"Macomber in Toledo, Ohio",Kelvin Ransey,Point Guard,Right,170lb
bledser01,"December 9, 1989","Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,06-Jan,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb
goodrga01,"April 23, 1943","Los Angeles, California",4.7,45.6,,80.7,1031,16.7,18.6,3.2,76.3,,"University of California, Los Angeles",,1965 NBA Draft,Los Angeles Lakers,,06-Jan,"Polytechnic in Sun Valley, California",Gail Goodrich,Shooting Guard and Point Guard,Left,170lb
